component,category,source_file,evidence
Systems,other,extracted/CQE_Card_Kit_v1_2_Sheets/12_Baseline_Packs.pdf,Systems
Custom pack notes,other,extracted/CQE_Card_Kit_v1_2_Sheets/12_Baseline_Packs.pdf,Custom pack notes
Class Kit Checklist,other,extracted/CQE_Card_Kit_v1_2_Sheets/13_Class_Checklist.pdf,Class Kit Checklist
UTC 2025-09-20 21:06,other,extracted/CQE_Card_Kit_v1_2_Sheets/13_Class_Checklist.pdf,UTC 2025-09-20 21:06
Budget-friendly supply list,other,extracted/CQE_Card_Kit_v1_2_Sheets/13_Class_Checklist.pdf,Budget-friendly supply list
 Transparent overlays (acetate),overlay,extracted/CQE_Card_Kit_v1_2_Sheets/13_Class_Checklist.pdf, Transparent overlays (acetate)
" Sticky notes (token sidecars), colored pens",sidecar,extracted/CQE_Card_Kit_v1_2_Sheets/13_Class_Checklist.pdf," Sticky notes (token sidecars), colored pens"
 Clipboard for station runs,station,extracted/CQE_Card_Kit_v1_2_Sheets/13_Class_Checklist.pdf, Clipboard for station runs
 Ledger binder (Working / Non-Working albums),ledger,extracted/CQE_Card_Kit_v1_2_Sheets/13_Class_Checklist.pdf, Ledger binder (Working / Non-Working albums)
Room layout & station assignments,station,extracted/CQE_Card_Kit_v1_2_Sheets/13_Class_Checklist.pdf,Room layout & station assignments
Scene 0: Orientation: The CQE Spine Live,scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,Scene 0: Orientation: The CQE Spine Live
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,What it teaches (learning targets)
 See the full loop: Octet → Mirror → Δ■lift → Strict → 4■bit receipts.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf, See the full loop: Octet → Mirror → Δ■lift → Strict → 4■bit receipts.
 See the full loop: Octet → Mirror → Δ■lift → Strict → 4■bit receipts.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf, See the full loop: Octet → Mirror → Δ■lift → Strict → 4■bit receipts.
 Learn how a 2■minute paper run creates a reproducible ledger row.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf, Learn how a 2■minute paper run creates a reproducible ledger row.
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,Room
"One table, 8 colored pens, tape wall for overlays.",overlay,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,"One table, 8 colored pens, tape wall for overlays."
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,Paper kit
"Octet sheet, DNA■10, 4■bit sticker, ledger page.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,"Octet sheet, DNA■10, 4■bit sticker, ledger page."
"Octet sheet, DNA■10, 4■bit sticker, ledger page.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,"Octet sheet, DNA■10, 4■bit sticker, ledger page."
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,N/A
"■■ Mark 8 views (colored boxes), set a palindromic REST.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,"■■ Mark 8 views (colored boxes), set a palindromic REST."
■■ Run a forward↔inverse mirror; circle mismatches (red).,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,■■ Run a forward↔inverse mirror; circle mismatches (red).
■■ Write a Δ■lift (local identity) to fix one mismatch; re■mirror.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,■■ Write a Δ■lift (local identity) to fix one mismatch; re■mirror.
"■■ Tighten one metric (strict ratchet), shade a 4■bit receipt; log ledger.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,"■■ Tighten one metric (strict ratchet), shade a 4■bit receipt; log ledger."
"■■ Tighten one metric (strict ratchet), shade a 4■bit receipt; log ledger.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,"■■ Tighten one metric (strict ratchet), shade a 4■bit receipt; log ledger."
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,Ledger hook (what gets recorded)
"— form_id, octet map, mirror tolerance, Δ■lift note, strict threshold, 4■bit.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,"— form_id, octet map, mirror tolerance, Δ■lift note, strict threshold, 4■bit."
"✓ Filled octet, mirror ticks, Δ■lift card, 4■bit stickered ledger row.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,"✓ Filled octet, mirror ticks, Δ■lift card, 4■bit stickered ledger row."
"✓ Filled octet, mirror ticks, Δ■lift card, 4■bit stickered ledger row.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,"✓ Filled octet, mirror ticks, Δ■lift card, 4■bit stickered ledger row."
■ Which view dominated debt?,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,■ Which view dominated debt?
■ Would a different mirror have failed?,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_00.pdf,■ Would a different mirror have failed?
Scene 1: n=1→n=5: The Hinge that Forces the Octad,scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_01.pdf,Scene 1: n=1→n=5: The Hinge that Forces the Octad
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_01.pdf,What it teaches (learning targets)
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_01.pdf,Room
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_01.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_01.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_01.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_01.pdf,N/A
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_01.pdf,Ledger hook (what gets recorded)
"— Octad class tag, pose, tolerance; 4■bit commit when 4 views pass.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_01.pdf,"— Octad class tag, pose, tolerance; 4■bit commit when 4 views pass."
"✓ Checked grid, class map (8), receipt.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_01.pdf,"✓ Checked grid, class map (8), receipt."
Scene 2: Mirror & Δ■Lift Clinic (Bug■to■Fix),scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf,Scene 2: Mirror & Δ■Lift Clinic (Bug■to■Fix)
Scene 2: Mirror & Δ■Lift Clinic (Bug■to■Fix),view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf,Scene 2: Mirror & Δ■Lift Clinic (Bug■to■Fix)
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf,What it teaches (learning targets)
 Turn a one■way mismatch into a local repair with receipts.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf, Turn a one■way mismatch into a local repair with receipts.
 Practice mirror pairs (FFT↔iFFT; encode↔decode; simulate↔measure).,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf, Practice mirror pairs (FFT↔iFFT; encode↔decode; simulate↔measure).
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf,Room
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf,N/A
■■ Run both; mark delta windows; choose one Δ■lift from the cookbook; re■run mirror; record debt drop.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf,■■ Run both; mark delta windows; choose one Δ■lift from the cookbook; re■run mirror; record debt drop.
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf,Ledger hook (what gets recorded)
"— Mirror tolerance, Δ■lift id, before/after OPE/FCE, strict update.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf,"— Mirror tolerance, Δ■lift id, before/after OPE/FCE, strict update."
"✓ Before/after overlay with red fix marks, 4■bit row.",overlay,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf,"✓ Before/after overlay with red fix marks, 4■bit row."
■ Was the Δ local? Did it generalize to a second view?,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_02.pdf,■ Was the Δ local? Did it generalize to a second view?
Scene 3: Octet Coverage for ML (A/B→Octet),scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf,Scene 3: Octet Coverage for ML (A/B→Octet)
Scene 3: Octet Coverage for ML (A/B→Octet),view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf,Scene 3: Octet Coverage for ML (A/B→Octet)
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf,What it teaches (learning targets)
 Generalize A/B to 8 views; prevent winner■only bias.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf, Generalize A/B to 8 views; prevent winner■only bias.
 Record receipts across slices (metrics × slabs).,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf, Record receipts across slices (metrics × slabs).
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf,Room
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf,N/A
■■ List 8 materially independent views (slices or metrics).,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf,■■ List 8 materially independent views (slices or metrics).
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf,Ledger hook (what gets recorded)
"— Views passed, metric triplet, slab size, commit.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf,"— Views passed, metric triplet, slab size, commit."
"✓ Octet pass grid, receipts.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf,"✓ Octet pass grid, receipts."
"✓ Octet pass grid, receipts.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_03.pdf,"✓ Octet pass grid, receipts."
Scene 4: Construction■A Loom: E8 and Leech on Paper,scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_04.pdf,Scene 4: Construction■A Loom: E8 and Leech on Paper
Scene 4: Construction■A Loom: E8 and Leech on Paper,overlay,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_04.pdf,Scene 4: Construction■A Loom: E8 and Leech on Paper
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_04.pdf,What it teaches (learning targets)
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_04.pdf,Room
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_04.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_04.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_04.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_04.pdf,N/A
■■ Build E8 halves; overlay mirror; demonstrate root reflections.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_04.pdf,■■ Build E8 halves; overlay mirror; demonstrate root reflections.
■■ Build E8 halves; overlay mirror; demonstrate root reflections.,overlay,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_04.pdf,■■ Build E8 halves; overlay mirror; demonstrate root reflections.
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_04.pdf,Ledger hook (what gets recorded)
"— Code id, modulus, glue vector, octad layout, legality receipts.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_04.pdf,"— Code id, modulus, glue vector, octad layout, legality receipts."
"✓ Photo of loom, mask sheet, ledger row.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_04.pdf,"✓ Photo of loom, mask sheet, ledger row."
"✓ Photo of loom, mask sheet, ledger row.",overlay,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_04.pdf,"✓ Photo of loom, mask sheet, ledger row."
Scene 5: Sidecar Sprint: 4 Rails in 20 Minutes,scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,Scene 5: Sidecar Sprint: 4 Rails in 20 Minutes
Scene 5: Sidecar Sprint: 4 Rails in 20 Minutes,sidecar,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,Scene 5: Sidecar Sprint: 4 Rails in 20 Minutes
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,What it teaches (learning targets)
 Converge via receipts; annihilate non■working cheaply.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf, Converge via receipts; annihilate non■working cheaply.
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,Room
4 stations; shared octet; sticky token labels.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,4 stations; shared octet; sticky token labels.
4 stations; shared octet; sticky token labels.,station,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,4 stations; shared octet; sticky token labels.
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,N/A
■■ Run each rail: tokens→octet→mirror→Δ→strict→4■bit; copy receipts to master ledger.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,■■ Run each rail: tokens→octet→mirror→Δ→strict→4■bit; copy receipts to master ledger.
■■ Run each rail: tokens→octet→mirror→Δ→strict→4■bit; copy receipts to master ledger.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,■■ Run each rail: tokens→octet→mirror→Δ→strict→4■bit; copy receipts to master ledger.
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,Ledger hook (what gets recorded)
"— 4 receipts, shared form_id, per■rail thresholds.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,"— 4 receipts, shared form_id, per■rail thresholds."
✓ 4 station sheets; master ledger row.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,✓ 4 station sheets; master ledger row.
✓ 4 station sheets; master ledger row.,station,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_05.pdf,✓ 4 station sheets; master ledger row.
Scene 6: Two■Scientist Theorem■Card Resolution,scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,Scene 6: Two■Scientist Theorem■Card Resolution
Scene 6: Two■Scientist Theorem■Card Resolution,theorem,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,Scene 6: Two■Scientist Theorem■Card Resolution
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,What it teaches (learning targets)
 Resolve disputes with claim/evidence/Δ■lift/receipt cards.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf, Resolve disputes with claim/evidence/Δ■lift/receipt cards.
 Preserve minority view as Non■Working breadcrumb with hash.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf, Preserve minority view as Non■Working breadcrumb with hash.
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,Room
"Theorem cards, claim wall, mirror worksheet.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,"Theorem cards, claim wall, mirror worksheet."
"Theorem cards, claim wall, mirror worksheet.",theorem,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,"Theorem cards, claim wall, mirror worksheet."
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,N/A
■■ Each writes claim+assumptions; test under shared mirror; record receipts; promote passing; archive,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,■■ Each writes claim+assumptions; test under shared mirror; record receipts; promote passing; archive
■■ Each writes claim+assumptions; test under shared mirror; record receipts; promote passing; archive,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,■■ Each writes claim+assumptions; test under shared mirror; record receipts; promote passing; archive
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,Ledger hook (what gets recorded)
"— Claim ids, mirror pass/fail, Δ■lift ids, receipts.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,"— Claim ids, mirror pass/fail, Δ■lift ids, receipts."
"— Claim ids, mirror pass/fail, Δ■lift ids, receipts.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,"— Claim ids, mirror pass/fail, Δ■lift ids, receipts."
"✓ Card stack, mirror sheet, ledger snippet.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,"✓ Card stack, mirror sheet, ledger snippet."
"✓ Card stack, mirror sheet, ledger snippet.",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_06.pdf,"✓ Card stack, mirror sheet, ledger snippet."
Scene 7: 8■Person Table with Neighbor Lanes,scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf,Scene 7: 8■Person Table with Neighbor Lanes
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf,What it teaches (learning targets)
" Role mesh, not silos: 8 seats, 2■bit lanes, neighbor hand■offs.",role,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf," Role mesh, not silos: 8 seats, 2■bit lanes, neighbor hand■offs."
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf,Room
"Round table, role badges, coordination board.",role,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf,"Round table, role badges, coordination board."
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf,N/A
■■ Assign roles; run 2 cycles; enforce neighbor receipts; rotate seats; compare throughput.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf,■■ Assign roles; run 2 cycles; enforce neighbor receipts; rotate seats; compare throughput.
■■ Assign roles; run 2 cycles; enforce neighbor receipts; rotate seats; compare throughput.,role,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf,■■ Assign roles; run 2 cycles; enforce neighbor receipts; rotate seats; compare throughput.
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf,Ledger hook (what gets recorded)
"✓ Coord board photo, ledger rows.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_07.pdf,"✓ Coord board photo, ledger rows."
Scene 8: Card■Deck CQE + Lab Stations,scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf,Scene 8: Card■Deck CQE + Lab Stations
Scene 8: Card■Deck CQE + Lab Stations,station,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf,Scene 8: Card■Deck CQE + Lab Stations
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf,What it teaches (learning targets)
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf,Room
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf,N/A
"■■ Map aces→primitives, 2–8 synthesis, 9 full idea, 10 parity twin; face cards = observers; jokers =",view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf,"■■ Map aces→primitives, 2–8 synthesis, 9 full idea, 10 parity twin; face cards = observers; jokers ="
"■■ Map aces→primitives, 2–8 synthesis, 9 full idea, 10 parity twin; face cards = observers; jokers =",role,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf,"■■ Map aces→primitives, 2–8 synthesis, 9 full idea, 10 parity twin; face cards = observers; jokers ="
Cartan links; run octet/mirror/Δ/strict; pause for a measurement; re■enter.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf,Cartan links; run octet/mirror/Δ/strict; pause for a measurement; re■enter.
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf,Ledger hook (what gets recorded)
"✓ Card photo, metric sheet, ledger.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_08.pdf,"✓ Card photo, metric sheet, ledger."
Scene 9: Hypercube→Toroidal Chamber (4■bit Hubs),scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_09.pdf,Scene 9: Hypercube→Toroidal Chamber (4■bit Hubs)
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_09.pdf,What it teaches (learning targets)
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_09.pdf,Room
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_09.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_09.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_09.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_09.pdf,N/A
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_09.pdf,Ledger hook (what gets recorded)
"✓ Assembled model photos, notes, ledger.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_09.pdf,"✓ Assembled model photos, notes, ledger."
Scene 10: Sound & Subharmonics Viewer (Cartan,scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf,Scene 10: Sound & Subharmonics Viewer (Cartan
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf,What it teaches (learning targets)
 Map harmonic stack to octet; subharmonics to Cartan ‘outside’ nudges.,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf, Map harmonic stack to octet; subharmonics to Cartan ‘outside’ nudges.
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf,Room
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf,N/A
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf,Ledger hook (what gets recorded)
"— Tone pair, beat freq, Δ■lift, receipt.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf,"— Tone pair, beat freq, Δ■lift, receipt."
"✓ Spectrogram sheet, receipt.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_10.pdf,"✓ Spectrogram sheet, receipt."
Scene 11: Primordial→EM→Thermo: Meaning■Token Safety,scene,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf,Scene 11: Primordial→EM→Thermo: Meaning■Token Safety
What it teaches (learning targets),other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf,What it teaches (learning targets)
 Bind tokens late; redact dangerous meaning; still keep form receipts.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf, Bind tokens late; redact dangerous meaning; still keep form receipts.
 Practice stand■in overlays for sensitive domains.,overlay,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf, Practice stand■in overlays for sensitive domains.
Room,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf,Room
Paper kit,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf,Paper kit
Instruments,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf,Instruments
Safety,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf,Safety
N/A,other,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf,N/A
■■ Run with stand■ins; mark any sensitive tokens red; keep octet/mirror/Δ/strict; commit with redacted,view,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf,■■ Run with stand■ins; mark any sensitive tokens red; keep octet/mirror/Δ/strict; commit with redacted
receipts.,ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf,receipts.
Ledger hook (what gets recorded),ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf,Ledger hook (what gets recorded)
"✓ Redacted ledger row, safe receipts.",ledger,extracted/CQE_Roleplay_Scenes_v1_0_Sheets/Scene_11.pdf,"✓ Redacted ledger row, safe receipts."
